296,"SUMMIT","2",001002018,2005-01-05 14:40:21	
551,"ImageState","2",001005004,2005-01-28 09:26:43	
13,"주제별","1",001,2004-06-23 11:10:28	
15,"인물(동양인/한국인)","1",001002,2004-06-23 11:10:45	
33,"청소년","1",001002003,2004-06-23 11:11:30	
34,"젊은이","1",001002004,2004-06-23 11:11:32	
35,"가족","1",001002005,2004-06-23 11:11:33	
36,"중년/노인","1",001002006,2004-06-23 11:11:34	
38,"커플","1",001002008,2004-06-23 11:11:36	
16,"인물(서양인)","1",001003,2004-06-23 11:10:49	
